question_id,label,reason,is_correct,gold_rank,margin,score_0,score_1,score_2,score_3,score_4,score_5,score_6,score_7,score_8,score_9
268,0,correct_clear,True,1,0.8,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3300,1,wrong_clear,False,2,0.2,0.5,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
624,1,wrong_clear,False,3,0.85,0.9,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1558,1,correct_close,True,1,0.052632,0.421053,0.368421,0.052632,0.052632,0.052632,0.052632,0.0,0.0,0.0,0.0
758,0,correct_clear,True,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7100,0,correct_clear,True,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4043,1,correct_close,True,1,0.1,0.4,0.3,0.2,0.05,0.05,0.0,0.0,0.0,0.0,0.0
11642,0,correct_clear,True,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4019,0,correct_clear,True,1,0.2,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7329,0,correct_clear,True,1,0.4,0.6,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
514,0,correct_clear,True,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5116,0,correct_clear,True,1,0.666667,0.777778,0.111111,0.111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5725,1,wrong_clear,False,8,0.2,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0
8260,1,wrong_close,False,3,0.0,0.25,0.25,0.25,0.15,0.05,0.05,0.0,0.0,0.0,0.0
9495,0,correct_clear,True,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2425,1,wrong_close,False,2,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1393,EXCLUDE,retrieval_miss,False,,0.2,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9890,0,correct_clear,True,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1643,0,correct_clear,True,1,0.825242,0.873786,0.048544,0.009709,0.009709,0.009709,0.009709,0.009709,0.009709,0.009709,0.009709
8903,1,wrong_close,False,4,0.0,0.4,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9343,0,correct_clear,True,1,0.8,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2116,0,correct_clear,True,1,0.6,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2789,0,correct_clear,True,1,0.6,0.7,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0
7162,0,correct_clear,True,1,0.8,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3875,1,correct_close,True,1,0.05,0.3,0.25,0.25,0.2,0.0,0.0,0.0,0.0,0.0,0.0
2352,0,correct_clear,True,1,0.85,0.9,0.05,0.02,0.02,0.01,0.0,0.0,0.0,0.0,0.0
2286,0,correct_clear,True,1,0.8,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11446,0,correct_clear,True,1,0.2,0.5,0.3,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0
11215,0,correct_clear,True,1,0.2,0.4,0.2,0.15,0.15,0.1,0.0,0.0,0.0,0.0,0.0
6534,0,correct_clear,True,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10348,0,correct_clear,True,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10798,1,wrong_clear,False,2,0.3,0.5,0.2,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0
759,0,correct_clear,True,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4721,1,wrong_clear,False,8,0.2,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1879,0,correct_clear,True,1,0.6,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10762,EXCLUDE,retrieval_miss,False,,0.4,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,0,correct_clear,True,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4420,1,wrong_close,False,2,0.05,0.25,0.2,0.15,0.1,0.1,0.1,0.05,0.05,0.0,0.0
3608,0,correct_clear,True,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3622,0,correct_clear,True,1,0.8,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
432,0,correct_clear,True,1,0.4,0.6,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0
8695,0,correct_clear,True,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6918,1,wrong_clear,False,3,0.3,0.5,0.2,0.2,0.05,0.05,0.0,0.0,0.0,0.0,0.0
6967,1,wrong_clear,False,6,0.789473,0.842105,0.052632,0.052632,0.052632,0.0,0.0,0.0,0.0,0.0,0.0
10113,0,correct_clear,True,1,0.3,0.6,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11281,0,correct_clear,True,1,0.4,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10542,0,correct_clear,True,1,0.7,0.8,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6206,0,correct_clear,True,1,0.8,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5036,1,wrong_clear,False,2,0.3,0.6,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8914,1,wrong_close,False,2,0.1,0.4,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11355,1,wrong_close,False,2,0.0,0.35,0.35,0.15,0.1,0.05,0.0,0.0,0.0,0.0,0.0
6752,1,wrong_close,False,2,0.1,0.4,0.3,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0
2012,0,correct_clear,True,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
784,0,correct_clear,True,1,0.4,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9137,0,correct_clear,True,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4206,0,correct_clear,True,1,0.3,0.6,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5511,0,correct_clear,True,1,0.4,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6324,EXCLUDE,retrieval_miss,False,,0.8,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6425,1,wrong_close,False,3,0.05,0.4,0.35,0.25,0,0,0,0,0,0,0
4912,0,correct_clear,True,1,0.35,0.6,0.25,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0
6268,0,correct_clear,True,1,0.7,0.8,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363,EXCLUDE,retrieval_miss,False,,0.0,0.3,0.3,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0
8922,EXCLUDE,retrieval_miss,False,,0.3,0.6,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8649,1,wrong_clear,False,2,0.2,0.5,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8119,1,wrong_close,False,2,0.0,0.3,0.3,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0
10249,EXCLUDE,retrieval_miss,False,,0.4,0.6,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11811,0,correct_clear,True,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,0,correct_clear,True,1,0.3,0.5,0.2,0.15,0.1,0.05,0.0,0.0,0.0,0.0,0.0
2276,1,wrong_close,False,3,0.1,0.4,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4596,0,correct_clear,True,1,0.8,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3664,0,correct_clear,True,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5886,1,wrong_clear,False,3,0.3,0.6,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7824,0,correct_clear,True,1,0.5,0.7,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11469,0,correct_clear,True,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5584,0,correct_clear,True,1,0.3,0.5,0.2,0.15,0.1,0.05,0.0,0.0,0.0,0.0,0.0
4522,1,wrong_close,False,2,0.05,0.2,0.15,0.15,0.15,0.15,0.1,0.05,0.05,0.0,0.0
6376,1,wrong_clear,False,2,0.3,0.5,0.2,0.1,0.1,0.05,0.05,0.0,0.0,0.0,0.0
3364,0,correct_clear,True,1,0.35,0.6,0.25,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10983,0,correct_clear,True,1,0.8,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8854,1,wrong_close,False,3,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3723,0,correct_clear,True,1,0.7,0.8,0.1,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0
5575,0,correct_clear,True,1,0.6,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6676,1,correct_close,True,1,0.05,0.25,0.2,0.2,0.2,0.1,0.05,0.0,0.0,0.0,0.0
2432,1,correct_close,True,1,0.0,0.25,0.25,0.15,0.15,0.15,0.05,0.0,0.0,0.0,0.0
3679,0,correct_clear,True,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9016,0,correct_clear,True,1,0.5,0.625,0.125,0.0625,0.0625,0.0625,0.0625,0.0,0.0,0.0,0.0
1684,0,correct_clear,True,1,0.8,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8965,0,correct_clear,True,1,0.6,0.7,0.1,0.1,0.05,0.05,0.0,0.0,0.0,0.0,0.0
6628,0,correct_clear,True,1,0.4,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3754,0,correct_clear,True,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1757,0,correct_clear,True,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5339,1,wrong_close,False,2,0.05,0.25,0.2,0.2,0.15,0.15,0.05,0.0,0.0,0.0,0.0
4497,0,correct_clear,True,1,0.45,0.6,0.15,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0
1590,1,wrong_clear,False,2,0.2,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4620,0,correct_clear,True,1,0.88,0.9,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.0
6776,0,correct_clear,True,1,0.8,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6029,0,correct_clear,True,1,0.45,0.6,0.15,0.15,0.05,0.03,0.02,0.0,0.0,0.0,0.0
5128,EXCLUDE,retrieval_miss,False,,0.0,0.3,0.3,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0
4356,0,correct_clear,True,1,0.222222,0.444444,0.222222,0.166667,0.111111,0.055556,0.0,0.0,0.0,0.0,0.0
3873,1,wrong_clear,False,3,0.6,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6039,0,correct_clear,True,1,0.4,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11347,0,correct_clear,True,1,0.3,0.5,0.2,0.1,0.1,0.05,0.05,0.0,0.0,0.0,0.0
10079,0,correct_clear,True,1,0.3,0.6,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6671,1,wrong_close,False,5,0.09901,0.39604,0.29703,0.19802,0.049505,0.009901,0.009901,0.009901,0.009901,0.009901,0.009901
8147,0,correct_clear,True,1,0.4,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9507,0,correct_clear,True,1,0.8,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5562,0,correct_clear,True,1,0.8,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11138,0,correct_clear,True,1,0.5,0.6,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0
2969,1,wrong_clear,False,5,0.88,0.9,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.0
4840,0,correct_clear,True,1,0.4,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,0,correct_clear,True,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,0,correct_clear,True,1,0.8,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5875,0,correct_clear,True,1,0.3,0.6,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9770,EXCLUDE,retrieval_miss,False,,0.75,0.8,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0
11434,0,correct_clear,True,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7334,0,correct_clear,True,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10291,0,correct_clear,True,1,0.307693,0.615385,0.307692,0.025641,0.025641,0.025641,0.0,0.0,0.0,0.0,0.0
7465,0,correct_clear,True,1,0.8,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4997,0,correct_clear,True,1,0.3,0.5,0.2,0.1,0.05,0.05,0.05,0.05,0.0,0.0,0.0
4038,0,correct_clear,True,1,0.4,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4483,0,correct_clear,True,1,0.25,0.4,0.15,0.15,0.15,0.15,0.0,0.0,0.0,0.0,0.0
8999,0,correct_clear,True,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,0,correct_clear,True,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5105,EXCLUDE,retrieval_miss,False,,0.058824,0.294118,0.235294,0.176471,0.176471,0.117647,0.0,0.0,0.0,0.0,0.0
8897,1,wrong_clear,False,4,0.45,0.7,0.25,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1853,0,correct_clear,True,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2506,0,correct_clear,True,1,0.31579,0.526316,0.210526,0.105263,0.052632,0.052632,0.052632,0.0,0.0,0.0,0.0
11575,0,correct_clear,True,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8521,0,correct_clear,True,1,0.631579,0.736842,0.105263,0.052632,0.052632,0.052632,0.0,0.0,0.0,0.0,0.0
9346,0,correct_clear,True,1,0.5,0.7,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1441,1,correct_close,True,1,0.1,0.4,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3771,0,correct_clear,True,1,0.611111,0.777778,0.166667,0.055556,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,0,correct_clear,True,1,0.2,0.4,0.2,0.15,0.1,0.1,0.05,0.0,0.0,0.0,0.0
4875,0,correct_clear,True,1,0.4,0.6,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0
10818,1,wrong_close,False,2,0.05,0.3,0.25,0.25,0.1,0.1,0.0,0.0,0.0,0.0,0.0
8445,0,correct_clear,True,1,0.35,0.6,0.25,0.08,0.05,0.02,0.0,0.0,0.0,0.0,0.0
9215,1,correct_close,True,1,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4597,1,correct_close,True,1,0.1,0.4,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0
8097,0,correct_clear,True,1,0.5,0.7,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3186,EXCLUDE,retrieval_miss,False,,0.7,0.8,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8361,1,wrong_close,False,3,0.05,0.35,0.3,0.3,0.05,0.0,0.0,0.0,0.0,0.0,0.0
5089,EXCLUDE,retrieval_miss,False,,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0
5741,0,correct_clear,True,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5649,1,wrong_close,False,4,0.0,0.2,0.2,0.15,0.15,0.1,0.1,0.1,0.0,0.0,0.0
4762,EXCLUDE,retrieval_miss,False,,0.1,0.3,0.2,0.2,0.2,0.1,0.0,0.0,0.0,0.0,0.0
8055,1,correct_close,True,1,0.098039,0.343137,0.245098,0.196078,0.098039,0.019608,0.019608,0.019608,0.019608,0.019608,0.019608
6840,0,correct_clear,True,1,0.222223,0.555556,0.333333,0.111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4167,0,correct_clear,True,1,0.2,0.4,0.2,0.1,0.1,0.1,0.05,0.05,0.0,0.0,0.0
7211,0,correct_clear,True,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10697,1,wrong_close,False,3,0.09901,0.39604,0.29703,0.148515,0.09901,0.009901,0.009901,0.009901,0.009901,0.009901,0.009901
10709,1,correct_close,True,1,0.125,0.4375,0.3125,0.1875,0.0625,0.0,0.0,0.0,0.0,0.0,0.0
7147,0,correct_clear,True,1,0.7,0.8,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1107,1,wrong_close,False,2,0.05,0.4,0.35,0.15,0.1,0.0,0.0,0.0,0.0,0.0,0.0
5147,0,correct_clear,True,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11306,0,correct_clear,True,1,0.4,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9014,0,correct_clear,True,1,0.473684,0.631579,0.157895,0.052632,0.052632,0.052632,0.052632,0.0,0.0,0.0,0.0
9035,0,correct_clear,True,1,0.8,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6074,1,wrong_close,False,2,0.0,0.25,0.25,0.25,0.2,0.05,0.0,0.0,0.0,0.0,0.0
5651,1,wrong_close,False,3,0.0,0.18,0.18,0.18,0.18,0.12,0.12,0.04,0.0,0.0,0.0
2278,0,correct_clear,True,1,0.4,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1636,1,wrong_close,False,5,0.055555,0.222222,0.166667,0.166667,0.111111,0.111111,0.055556,0.055556,0.055556,0.033333,0.022222
2313,0,correct_clear,True,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
870,EXCLUDE,retrieval_miss,False,,0.789473,0.842105,0.052632,0.052632,0.052632,0.0,0.0,0.0,0.0,0.0,0.0
